NaN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
28.49,6.827e-14,1.137e-15,1.605e-16,1.582e-15,6.999e-16,3.809e-16,1.106e-16,6.051e-17,1.582e-17,3.438e-18,6.626e-19,1.089e-21,2.632e-21,1.081e-20,4.011e-21,1.03e-21,8.67e-22,5.489e-22,1.065e-21,5.087e-22,6.843e-23,5.646e-24,3.153e-25,5.916e-25,0,4.331e-37,9.994e-21,4.152e-14,3.275e-17,2.781e-16,1.696e-19,1.122e-16,7.681e-20,3.395e-17,1.057e-17,2.646e-17,1.867e-18,7.835e-20,8.964e-20,3.79e-20,4.838e-24,1.74e-24
29.36,6.853e-14,1.175e-15,1.602e-16,1.639e-15,7.338e-16,4.048e-16,1.213e-16,6.709e-17,1.835e-17,4.113e-18,8.224e-19,1.56e-21,3.833e-21,1.577e-20,5.938e-21,1.54e-21,1.298e-21,8.291e-22,1.616e-21,7.835e-22,1.18e-22,9.62e-24,5.708e-25,1.124e-24,0,4.313e-37,1.382e-20,4.158e-14,3.264e-17,2.771e-16,2.356e-19,1.118e-16,1.065e-19,3.385e-17,1.056e-17,2.69e-17,1.954e-18,1.088e-19,1.264e-19,5.656e-20,7.818e-24,3.127e-24
30.23,6.878e-14,1.214e-15,1.599e-16,1.696e-15,7.684e-16,4.294e-16,1.326e-16,7.413e-17,2.117e-17,4.889e-18,1.012e-18,2.202e-21,5.497e-21,2.267e-20,8.651e-21,2.264e-21,1.912e-21,1.232e-21,2.411e-21,1.186e-21,1.991e-22,1.601e-23,1.008e-24,2.081e-24,0,4.294e-37,1.884e-20,4.164e-14,3.252e-17,2.761e-16,3.227e-19,1.114e-16,1.457e-19,3.375e-17,1.054e-17,2.736e-17,2.048e-18,1.49e-19,1.756e-19,8.303e-20,1.239e-23,5.484e-24
31.13,6.903e-14,1.257e-15,1.593e-16,1.762e-15,8.073e-16,4.577e-16,1.452e-16,8.203e-17,2.44e-17,5.82e-18,1.254e-18,3.134e-21,7.946e-21,3.284e-20,1.27e-20,3.353e-21,2.836e-21,1.842e-21,3.623e-21,1.805e-21,3.37e-22,2.67e-23,1.793e-24,3.985e-24,5.272e-27,4.28e-37,2.593e-20,4.169e-14,3.241e-17,2.753e-16,4.462e-19,1.11e-16,2.011e-19,3.364e-17,1.052e-17,2.788e-17,2.158e-18,2.059e-19,2.462e-19,1.227e-19,1.972e-23,9.686e-24
32.03,6.93e-14,1.298e-15,1.59e-16,1.821e-15,8.433e-16,4.837e-16,1.577e-16,9.001e-17,2.785e-17,6.829e-18,1.518e-18,4.3e-21,1.106e-20,4.582e-20,1.794e-20,4.778e-21,4.048e-21,2.65e-21,5.234e-21,2.641e-21,5.454e-22,4.253e-23,3.025e-24,7.037e-24,1.103e-26,4.262e-37,3.44e-20,4.176e-14,3.229e-17,2.743e-16,5.951e-19,1.106e-16,2.679e-19,3.355e-17,1.051e-17,2.842e-17,2.272e-18,2.744e-19,3.326e-19,1.744e-19,3.01e-23,1.624e-23
32.95,6.957e-14,1.34e-15,1.586e-16,1.881e-15,8.8e-16,5.103e-16,1.708e-16,9.847e-17,3.165e-17,7.967e-18,1.826e-18,5.827e-21,1.521e-20,6.31e-20,2.501e-20,6.718e-21,5.7e-21,3.761e-21,7.456e-21,3.807e-21,8.665e-22,6.642e-23,5e-24,1.216e-23,2.242e-26,4.245e-37,4.511e-20,4.182e-14,3.218e-17,2.732e-16,7.846e-19,1.102e-16,3.527e-19,3.346e-17,1.049e-17,2.9e-17,2.397e-18,3.615e-19,4.44e-19,2.445e-19,4.52e-23,2.668e-23
33.89,6.985e-14,1.382e-15,1.583e-16,1.942e-15,9.173e-16,5.375e-16,1.846e-16,1.074e-16,3.581e-17,9.245e-18,2.181e-18,7.807e-21,2.066e-20,8.585e-20,3.443e-20,9.324e-21,7.923e-21,5.266e-21,1.048e-20,5.412e-21,1.353e-21,1.019e-22,8.106e-24,2.057e-23,4.43e-26,4.226e-37,5.851e-20,4.189e-14,3.206e-17,2.722e-16,1.023e-18,1.098e-16,4.595e-19,3.338e-17,1.049e-17,2.964e-17,2.535e-18,4.71e-19,5.859e-19,3.382e-19,6.681e-23,4.302e-23
34.83,7.013e-14,1.426e-15,1.58e-16,2.003e-15,9.552e-16,5.653e-16,1.989e-16,1.168e-16,4.033e-17,1.067e-17,2.588e-18,1.034e-20,2.774e-20,1.154e-19,4.683e-20,1.278e-20,1.088e-20,7.282e-21,1.455e-20,7.592e-21,2.077e-21,1.535e-22,1.29e-23,3.411e-23,8.522e-26,4.209e-37,7.509e-20,4.195e-14,3.193e-17,2.711e-16,1.321e-18,1.094e-16,5.924e-19,3.331e-17,1.048e-17,3.034e-17,2.688e-18,6.073e-19,7.649e-19,4.62e-19,9.729e-23,6.811e-23
35.79,7.042e-14,1.47e-15,1.576e-16,2.065e-15,9.937e-16,5.936e-16,2.138e-16,1.267e-16,4.524e-17,1.226e-17,3.051e-18,1.356e-20,3.684e-20,1.535e-19,6.297e-20,1.733e-20,1.477e-20,9.95e-21,1.995e-20,1.052e-20,3.14e-21,2.275e-22,2.017e-23,5.551e-23,1.599e-25,4.191e-37,9.541e-20,4.202e-14,3.181e-17,2.701e-16,1.688e-18,1.089e-16,7.563e-19,3.325e-17,1.049e-17,3.111e-17,2.859e-18,7.753e-19,9.881e-19,6.237e-19,1.397e-22,1.06e-22
36.77,7.073e-14,1.515e-15,1.573e-16,2.128e-15,1.033e-15,6.224e-16,2.293e-16,1.371e-16,5.055e-17,1.401e-17,3.577e-18,1.761e-20,4.842e-20,2.02e-19,8.377e-20,2.322e-20,1.982e-20,1.344e-20,2.704e-20,1.439e-20,4.676e-21,3.32e-22,3.103e-23,8.875e-23,2.927e-25,4.173e-37,1.201e-19,4.209e-14,3.168e-17,2.69e-16,2.137e-18,1.085e-16,9.566e-19,3.32e-17,1.05e-17,3.195e-17,3.049e-18,9.804e-19,1.264e-18,8.324e-19,1.98e-22,1.623e-22
37.75,7.104e-14,1.561e-15,1.57e-16,2.191e-15,1.072e-15,6.517e-16,2.453e-16,1.48e-16,5.627e-17,1.594e-17,4.169e-18,2.265e-20,6.301e-20,2.632e-19,1.103e-19,3.08e-20,2.632e-20,1.796e-20,3.625e-20,1.948e-20,6.864e-21,4.774e-22,4.698e-23,1.395e-22,5.24e-25,4.155e-37,1.498e-19,4.217e-14,3.154e-17,2.679e-16,2.681e-18,1.08e-16,1.199e-18,3.317e-17,1.052e-17,3.289e-17,3.262e-18,1.229e-18,1.602e-18,1.099e-18,2.77e-22,2.448e-22
38.75,7.137e-14,1.608e-15,1.567e-16,2.255e-15,1.112e-15,6.815e-16,2.619e-16,1.594e-16,6.24e-17,1.806e-17,4.832e-18,2.886e-20,8.123e-20,3.397e-19,1.438e-19,4.043e-20,3.461e-20,2.376e-20,4.81e-20,2.607e-20,9.938e-21,6.767e-22,7.006e-23,2.157e-22,9.179e-25,4.135e-37,1.852e-19,4.225e-14,3.141e-17,2.668e-16,3.335e-18,1.076e-16,1.491e-18,3.315e-17,1.055e-17,3.393e-17,3.499e-18,1.526e-18,2.012e-18,1.436e-18,3.828e-22,3.637e-22
39.77,7.17e-14,1.649e-15,1.567e-16,2.311e-15,1.144e-15,7.033e-16,2.751e-16,1.691e-16,6.837e-17,2.025e-17,5.549e-18,3.664e-20,1.043e-19,4.365e-19,1.866e-19,5.282e-20,4.528e-20,3.127e-20,6.349e-20,3.469e-20,1.428e-20,9.512e-22,1.036e-22,3.31e-22,1.733e-24,4.116e-37,2.282e-19,4.234e-14,3.127e-17,2.655e-16,4.135e-18,1.071e-16,1.847e-18,3.317e-17,1.061e-17,3.507e-17,3.756e-18,1.89e-18,2.518e-18,1.867e-18,5.256e-22,5.36e-22
40.79,7.205e-14,1.697e-15,1.565e-16,2.376e-15,1.185e-15,7.337e-16,2.926e-16,1.813e-16,7.53e-17,2.274e-17,6.365e-18,4.589e-20,1.32e-19,5.53e-19,2.388e-19,6.802e-20,5.84e-20,4.055e-20,8.257e-20,4.547e-20,2.015e-20,1.313e-21,1.502e-22,4.964e-22,2.933e-24,4.096e-37,2.775e-19,4.243e-14,3.113e-17,2.643e-16,5.06e-18,1.066e-16,2.259e-18,3.32e-17,1.067e-17,3.634e-17,4.051e-18,2.31e-18,3.109e-18,2.393e-18,7.1e-22,7.745e-22
41.83,7.242e-14,1.745e-15,1.563e-16,2.441e-15,1.226e-15,7.644e-16,3.106e-16,1.939e-16,8.267e-17,2.545e-17,7.265e-18,5.704e-20,1.658e-19,6.95e-19,3.029e-19,8.684e-20,7.467e-20,5.212e-20,1.064e-19,5.904e-20,2.809e-20,1.789e-21,2.15e-22,7.342e-22,4.874e-24,4.076e-37,3.35e-19,4.252e-14,3.098e-17,2.63e-16,6.147e-18,1.061e-16,2.742e-18,3.326e-17,1.074e-17,3.775e-17,4.38e-18,2.802e-18,3.81e-18,3.039e-18,9.49e-22,1.105e-21
42.89,7.28e-14,1.795e-15,1.561e-16,2.506e-15,1.268e-15,7.954e-16,3.291e-16,2.07e-16,9.046e-17,2.836e-17,8.253e-18,7.037e-20,2.065e-19,8.665e-19,3.812e-19,1.099e-19,9.469e-20,6.643e-20,1.36e-19,7.597e-20,3.872e-20,2.411e-21,3.04e-22,1.072e-21,7.959e-24,4.054e-37,4.016e-19,4.262e-14,3.082e-17,2.617e-16,7.416e-18,1.055e-16,3.306e-18,3.335e-17,1.084e-17,3.931e-17,4.746e-18,3.375e-18,4.634e-18,3.828e-18,1.256e-21,1.558e-21
43.95,7.32e-14,1.845e-15,1.56e-16,2.572e-15,1.309e-15,8.267e-16,3.48e-16,2.205e-16,9.87e-17,3.15e-17,9.333e-18,8.621e-20,2.554e-19,1.072e-18,4.76e-19,1.381e-19,1.191e-19,8.398e-20,1.724e-19,9.692e-20,5.28e-20,3.214e-21,4.247e-22,1.545e-21,1.278e-23,4.036e-37,4.781e-19,4.273e-14,3.066e-17,2.604e-16,8.886e-18,1.05e-16,3.96e-18,3.347e-17,1.095e-17,4.103e-17,5.151e-18,4.038e-18,5.597e-18,4.782e-18,1.646e-21,2.171e-21
45.03,7.361e-14,1.895e-15,1.559e-16,2.637e-15,1.351e-15,8.583e-16,3.674e-16,2.345e-16,1.074e-16,3.485e-17,1.051e-17,1.049e-19,3.137e-19,1.317e-18,5.9e-19,1.721e-19,1.487e-19,1.053e-19,2.168e-19,1.226e-19,7.125e-20,4.239e-21,5.868e-22,2.2e-21,2.02e-23,4.013e-37,5.655e-19,4.284e-14,3.05e-17,2.59e-16,1.058e-17,1.044e-16,4.713e-18,3.364e-17,1.11e-17,4.294e-17,5.599e-18,4.799e-18,6.716e-18,5.929e-18,2.139e-21,2.992e-21
46.13,7.405e-14,1.946e-15,1.558e-16,2.703e-15,1.394e-15,8.9e-16,3.871e-16,2.488e-16,1.165e-16,3.843e-17,1.178e-17,1.268e-19,3.826e-19,1.607e-18,7.261e-19,2.13e-19,1.843e-19,1.312e-19,2.706e-19,1.54e-19,9.521e-20,5.534e-21,8.021e-22,3.096e-21,3.144e-23,3.987e-37,6.649e-19,4.297e-14,3.033e-17,2.576e-16,1.252e-17,1.038e-16,5.574e-18,3.385e-17,1.127e-17,4.503e-17,6.094e-18,5.67e-18,8.006e-18,7.296e-18,2.754e-21,4.081e-21
47.23,7.451e-14,1.998e-15,1.558e-16,2.769e-15,1.436e-15,9.218e-16,4.072e-16,2.636e-16,1.26e-16,4.224e-17,1.316e-17,1.523e-19,4.635e-19,1.948e-18,8.876e-19,2.617e-19,2.268e-19,1.621e-19,3.353e-19,1.918e-19,1.26e-19,7.157e-21,1.085e-21,4.311e-21,4.823e-23,3.962e-37,7.77e-19,4.31e-14,3.015e-17,2.561e-16,1.473e-17,1.032e-16,6.554e-18,3.411e-17,1.146e-17,4.733e-17,6.638e-18,6.659e-18,9.486e-18,8.915e-18,3.518e-21,5.512e-21
48.36,7.498e-14,2.049e-15,1.559e-16,2.835e-15,1.479e-15,9.537e-16,4.276e-16,2.786e-16,1.359e-16,4.628e-17,1.464e-17,1.819e-19,5.581e-19,2.347e-18,1.078e-18,3.193e-19,2.773e-19,1.991e-19,4.126e-19,2.373e-19,1.653e-19,9.171e-21,1.454e-21,5.939e-21,7.296e-23,3.939e-37,9.029e-19,4.324e-14,2.996e-17,2.545e-16,1.722e-17,1.026e-16,7.664e-18,3.443e-17,1.17e-17,4.984e-17,7.234e-18,7.775e-18,1.117e-17,1.082e-17,4.457e-21,7.372e-21
49.49,7.552e-14,2.105e-15,1.559e-16,2.899e-15,1.526e-15,9.898e-16,4.508e-16,2.961e-16,1.48e-16,5.121e-17,1.645e-17,2.199e-19,6.804e-19,2.861e-18,1.325e-18,3.944e-19,3.431e-19,2.473e-19,5.137e-19,2.969e-19,2.19e-19,1.187e-20,1.968e-21,8.263e-21,1.117e-22,3.916e-37,1.063e-18,4.34e-14,2.975e-17,2.529e-16,2.041e-17,1.019e-16,9.079e-18,3.486e-17,1.199e-17,5.294e-17,7.976e-18,9.199e-18,1.333e-17,1.329e-17,5.709e-21,9.961e-21
50.64,7.605e-14,2.157e-15,1.561e-16,2.965e-15,1.569e-15,1.022e-15,4.718e-16,3.118e-16,1.588e-16,5.573e-17,1.815e-17,2.595e-19,8.091e-19,3.403e-18,1.589e-18,4.75e-19,4.139e-19,2.996e-19,6.235e-19,3.62e-19,2.822e-19,1.494e-20,2.587e-21,1.115e-20,1.645e-22,3.893e-37,1.221e-18,4.356e-14,2.955e-17,2.513e-16,2.36e-17,1.012e-16,1.05e-17,3.531e-17,1.231e-17,5.597e-17,8.695e-18,1.062e-17,1.552e-17,1.591e-17,7.121e-21,1.307e-20
51.8,7.66e-14,2.21e-15,1.564e-16,3.031e-15,1.611e-15,1.054e-15,4.93e-16,3.279e-16,1.699e-16,6.047e-17,1.997e-17,3.046e-19,9.568e-19,4.024e-18,1.894e-18,5.686e-19,4.964e-19,3.606e-19,7.522e-19,4.385e-19,3.606e-19,1.865e-20,3.372e-21,1.491e-20,2.392e-22,3.866e-37,1.396e-18,4.373e-14,2.934e-17,2.495e-16,2.716e-17,1.005e-16,1.208e-17,3.583e-17,1.266e-17,5.925e-17,9.477e-18,1.22e-17,1.797e-17,1.894e-17,8.82e-21,1.702e-20
52.97,7.717e-14,2.262e-15,1.568e-16,3.096e-15,1.653e-15,1.085e-15,5.144e-16,3.442e-16,1.814e-16,6.543e-17,2.188e-17,3.557e-19,1.125e-18,4.733e-18,2.244e-18,6.768e-19,5.919e-19,4.316e-19,9.021e-19,5.28e-19,4.573e-19,2.311e-20,4.359e-21,1.976e-20,3.44e-22,3.831e-37,1.588e-18,4.392e-14,2.912e-17,2.477e-16,3.11e-17,9.976e-17,1.383e-17,3.643e-17,1.307e-17,6.28e-17,1.032e-17,1.395e-17,2.071e-17,2.242e-17,1.085e-20,2.197e-20
54.16,7.777e-14,2.315e-15,1.572e-16,3.16e-15,1.696e-15,1.117e-15,5.359e-16,3.607e-16,1.933e-16,7.059e-17,2.39e-17,4.133e-19,1.317e-18,5.538e-18,2.646e-18,8.012e-19,7.019e-19,5.136e-19,1.076e-18,6.32e-19,5.756e-19,2.842e-20,5.59e-21,2.596e-20,4.891e-22,3.805e-37,1.798e-18,4.412e-14,2.889e-17,2.458e-16,3.545e-17,9.898e-17,1.576e-17,3.712e-17,1.352e-17,6.662e-17,1.123e-17,1.587e-17,2.375e-17,2.638e-17,1.326e-20,2.815e-20
55.36,7.839e-14,2.367e-15,1.578e-16,3.224e-15,1.737e-15,1.148e-15,5.575e-16,3.773e-16,2.054e-16,7.596e-17,2.603e-17,4.78e-19,1.533e-18,6.447e-18,3.104e-18,9.433e-19,8.28e-19,6.08e-19,1.276e-18,7.521e-19,7.193e-19,3.471e-20,7.115e-21,3.383e-20,6.879e-22,3.776e-37,2.027e-18,4.433e-14,2.866e-17,2.438e-16,4.023e-17,9.818e-17,1.788e-17,3.789e-17,1.403e-17,7.074e-17,1.222e-17,1.798e-17,2.711e-17,3.089e-17,1.611e-20,3.58e-20
56.58,7.904e-14,2.419e-15,1.584e-16,3.287e-15,1.779e-15,1.179e-15,5.79e-16,3.941e-16,2.178e-16,8.153e-17,2.825e-17,5.502e-19,1.777e-18,7.47e-18,3.623e-18,1.105e-18,9.718e-19,7.159e-19,1.505e-18,8.902e-19,8.927e-19,4.21e-20,8.99e-21,4.375e-20,9.576e-22,3.741e-37,2.276e-18,4.456e-14,2.842e-17,2.417e-16,4.546e-17,9.734e-17,2.02e-17,3.875e-17,1.459e-17,7.515e-17,1.327e-17,2.028e-17,3.081e-17,3.597e-17,1.946e-20,4.521e-20
57.81,7.972e-14,2.471e-15,1.591e-16,3.349e-15,1.82e-15,1.21e-15,6.006e-16,4.111e-16,2.305e-16,8.727e-17,3.058e-17,6.307e-19,2.05e-18,8.614e-18,4.209e-18,1.288e-18,1.135e-18,8.388e-19,1.767e-18,1.048e-18,1.101e-18,5.073e-20,1.128e-20,5.614e-20,1.32e-21,3.716e-37,2.544e-18,4.48e-14,2.817e-17,2.396e-16,5.116e-17,9.648e-17,2.273e-17,3.971e-17,1.521e-17,7.986e-17,1.439e-17,2.278e-17,3.487e-17,4.169e-17,2.336e-20,5.668e-20
59.05,8.042e-14,2.522e-15,1.6e-16,3.41e-15,1.86e-15,1.24e-15,6.221e-16,4.28e-16,2.434e-16,9.319e-17,3.299e-17,7.199e-19,2.354e-18,9.889e-18,4.867e-18,1.494e-18,1.319e-18,9.78e-19,2.064e-18,1.228e-18,1.348e-18,6.074e-20,1.406e-20,7.151e-20,1.802e-21,3.673e-37,2.833e-18,4.505e-14,2.791e-17,2.374e-16,5.733e-17,9.559e-17,2.547e-17,4.077e-17,1.589e-17,8.487e-17,1.559e-17,2.548e-17,3.929e-17,4.809e-17,2.79e-20,7.061e-20
60.3,8.114e-14,2.573e-15,1.609e-16,3.469e-15,1.9e-15,1.269e-15,6.435e-16,4.451e-16,2.565e-16,9.928e-17,3.55e-17,8.183e-19,2.692e-18,1.13e-17,5.603e-18,1.726e-18,1.526e-18,1.135e-18,2.4e-18,1.431e-18,1.641e-18,7.23e-20,1.74e-20,9.046e-20,2.437e-21,3.629e-37,3.142e-18,4.532e-14,2.764e-17,2.352e-16,6.401e-17,9.467e-17,2.843e-17,4.194e-17,1.663e-17,9.02e-17,1.686e-17,2.84e-17,4.41e-17,5.522e-17,3.313e-20,8.74e-20
61.57,8.189e-14,2.623e-15,1.619e-16,3.528e-15,1.939e-15,1.298e-15,6.647e-16,4.621e-16,2.697e-16,1.055e-16,3.81e-17,9.264e-19,3.066e-18,1.287e-17,6.422e-18,1.984e-18,1.758e-18,1.311e-18,2.778e-18,1.66e-18,1.986e-18,8.555e-20,2.141e-20,1.137e-19,3.268e-21,3.612e-37,3.472e-18,4.56e-14,2.737e-17,2.328e-16,7.12e-17,9.372e-17,3.162e-17,4.322e-17,1.744e-17,9.584e-17,1.82e-17,3.153e-17,4.931e-17,6.312e-17,3.915e-20,1.075e-19
62.85,8.273e-14,2.677e-15,1.632e-16,3.596e-15,1.984e-15,1.33e-15,6.869e-16,4.802e-16,2.845e-16,1.124e-16,4.096e-17,1.053e-18,3.504e-18,1.47e-17,7.388e-18,2.289e-18,2.033e-18,1.52e-18,3.226e-18,1.931e-18,2.408e-18,1.014e-19,2.64e-20,1.431e-19,4.389e-21,3.566e-37,3.853e-18,4.592e-14,2.706e-17,2.303e-16,7.953e-17,9.266e-17,3.532e-17,4.471e-17,1.839e-17,1.023e-16,1.975e-17,3.516e-17,5.536e-17,7.241e-17,4.639e-20,1.325e-19
64.15,8.353e-14,2.725e-15,1.645e-16,3.651e-15,2.021e-15,1.358e-15,7.077e-16,4.971e-16,2.98e-16,1.189e-16,4.372e-17,1.183e-18,3.958e-18,1.659e-17,8.397e-18,2.609e-18,2.321e-18,1.74e-18,3.7e-18,2.219e-18,2.88e-18,1.187e-19,3.209e-20,1.774e-19,5.784e-21,3.533e-37,4.226e-18,4.624e-14,2.677e-17,2.278e-16,8.78e-17,9.166e-17,3.9e-17,4.623e-17,1.934e-17,1.086e-16,2.125e-17,3.875e-17,6.143e-17,8.205e-17,5.427e-20,1.611e-19
65.46,8.435e-14,2.772e-15,1.658e-16,3.705e-15,2.057e-15,1.385e-15,7.281e-16,5.138e-16,3.116e-16,1.255e-16,4.654e-17,1.324e-18,4.454e-18,1.866e-17,9.508e-18,2.961e-18,2.64e-18,1.985e-18,4.227e-18,2.539e-18,3.426e-18,1.382e-19,3.879e-20,2.186e-19,7.562e-21,3.487e-37,4.621e-18,4.657e-14,2.647e-17,2.252e-16,9.661e-17,9.063e-17,4.291e-17,4.786e-17,2.037e-17,1.152e-16,2.282e-17,4.256e-17,6.792e-17,9.261e-17,6.319e-20,1.947e-19
66.78,8.52e-14,2.818e-15,1.673e-16,3.757e-15,2.092e-15,1.411e-15,7.483e-16,5.304e-16,3.252e-16,1.322e-16,4.942e-17,1.477e-18,4.994e-18,2.091e-17,1.073e-17,3.348e-18,2.991e-18,2.254e-18,4.811e-18,2.894e-18,4.054e-18,1.6e-19,4.663e-20,2.679e-19,9.813e-21,3.449e-37,5.035e-18,4.692e-14,2.617e-17,2.226e-16,1.06e-16,8.958e-17,4.707e-17,4.962e-17,2.146e-17,1.221e-16,2.447e-17,4.66e-17,7.485e-17,1.041e-16,7.325e-20,2.342e-19
68.11,8.607e-14,2.863e-15,1.689e-16,3.808e-15,2.127e-15,1.436e-15,7.68e-16,5.468e-16,3.388e-16,1.389e-16,5.235e-17,1.642e-18,5.579e-18,2.334e-17,1.206e-17,3.772e-18,3.377e-18,2.551e-18,5.453e-18,3.284e-18,4.773e-18,1.844e-19,5.576e-20,3.264e-19,1.264e-20,3.399e-37,5.47e-18,4.728e-14,2.586e-17,2.2e-16,1.159e-16,8.85e-17,5.147e-17,5.15e-17,2.263e-17,1.293e-16,2.618e-17,5.086e-17,8.222e-17,1.167e-16,8.456e-20,2.801e-19
69.46,8.696e-14,2.907e-15,1.706e-16,3.856e-15,2.16e-15,1.461e-15,7.874e-16,5.63e-16,3.524e-16,1.457e-16,5.534e-17,1.82e-18,6.213e-18,2.597e-17,1.35e-17,4.234e-18,3.798e-18,2.876e-18,6.159e-18,3.713e-18,5.593e-18,2.116e-19,6.635e-20,3.956e-19,1.617e-20,3.368e-37,5.925e-18,4.765e-14,2.554e-17,2.172e-16,1.263e-16,8.74e-17,5.61e-17,5.35e-17,2.388e-17,1.368e-16,2.797e-17,5.534e-17,9.004e-17,1.302e-16,9.721e-20,3.335e-19
70.83,8.787e-14,2.949e-15,1.723e-16,3.903e-15,2.192e-15,1.484e-15,8.063e-16,5.789e-16,3.66e-16,1.526e-16,5.836e-17,2.011e-18,6.896e-18,2.88e-17,1.507e-17,4.736e-18,4.257e-18,3.231e-18,6.932e-18,4.183e-18,6.524e-18,2.417e-19,7.856e-20,4.768e-19,2.054e-20,3.307e-37,6.399e-18,4.804e-14,2.521e-17,2.145e-16,1.373e-16,8.629e-17,6.098e-17,5.563e-17,2.52e-17,1.445e-16,2.982e-17,6.005e-17,9.83e-17,1.449e-16,1.113e-19,3.951e-19
72.2,8.88e-14,2.99e-15,1.742e-16,3.948e-15,2.222e-15,1.507e-15,8.247e-16,5.946e-16,3.794e-16,1.594e-16,6.142e-17,2.215e-18,7.63e-18,3.184e-17,1.677e-17,5.28e-18,4.756e-18,3.617e-18,7.775e-18,4.695e-18,7.575e-18,2.749e-19,9.259e-20,5.719e-19,2.592e-20,3.271e-37,6.892e-18,4.845e-14,2.488e-17,2.116e-16,1.488e-16,8.515e-17,6.61e-17,5.789e-17,2.659e-17,1.526e-16,3.174e-17,6.497e-17,1.07e-16,1.606e-16,1.27e-19,4.659e-19
73.59,8.974e-14,3.03e-15,1.762e-16,3.99e-15,2.252e-15,1.529e-15,8.426e-16,6.099e-16,3.927e-16,1.663e-16,6.45e-17,2.433e-18,8.417e-18,3.509e-17,1.861e-17,5.867e-18,5.296e-18,4.036e-18,8.691e-18,5.251e-18,8.756e-18,3.113e-19,1.086e-19,6.826e-19,3.25e-20,3.234e-37,7.403e-18,4.887e-14,2.455e-17,2.088e-16,1.608e-16,8.399e-17,7.145e-17,6.027e-17,2.805e-17,1.609e-16,3.372e-17,7.009e-17,1.162e-16,1.775e-16,1.443e-19,5.471e-19
74.99,9.07e-14,3.068e-15,1.783e-16,4.031e-15,2.28e-15,1.55e-15,8.599e-16,6.248e-16,4.059e-16,1.732e-16,6.76e-17,2.664e-18,9.258e-18,3.856e-17,2.058e-17,6.499e-18,5.879e-18,4.489e-18,9.685e-18,5.853e-18,1.008e-17,3.512e-19,1.269e-19,8.109e-19,4.051e-20,3.187e-37,7.931e-18,4.93e-14,2.421e-17,2.059e-16,1.733e-16,8.282e-17,7.703e-17,6.277e-17,2.959e-17,1.694e-16,3.576e-17,7.543e-17,1.258e-16,1.955e-16,1.634e-19,6.396e-19
76.41,9.167e-14,3.105e-15,1.805e-16,4.069e-15,2.307e-15,1.569e-15,8.767e-16,6.394e-16,4.189e-16,1.8e-16,7.071e-17,2.91e-18,1.015e-17,4.224e-17,2.269e-17,7.177e-18,6.506e-18,4.978e-18,1.076e-17,6.503e-18,1.156e-17,3.946e-19,1.476e-19,9.59e-19,5.02e-20,3.156e-37,8.475e-18,4.975e-14,2.387e-17,2.029e-16,1.864e-16,8.164e-17,8.283e-17,6.539e-17,3.12e-17,1.782e-16,3.786e-17,8.096e-17,1.358e-16,2.148e-16,1.844e-19,7.447e-19
77.84,9.256e-14,3.131e-15,1.826e-16,4.102e-15,2.323e-15,1.579e-15,8.883e-16,6.502e-16,4.291e-16,1.856e-16,7.33e-17,3.15e-18,1.104e-17,4.586e-17,2.479e-17,7.853e-18,7.133e-18,5.468e-18,1.184e-17,7.157e-18,1.311e-17,4.391e-19,1.7e-19,1.123e-18,6.157e-20,3.102e-37,8.977e-18,5.018e-14,2.355e-17,2.001e-16,1.987e-16,8.053e-17,8.83e-17,6.79e-17,3.274e-17,1.863e-16,3.978e-17,8.615e-17,1.453e-16,2.337e-16,2.061e-19,8.584e-19
79.28,9.356e-14,3.165e-15,1.85e-16,4.136e-15,2.347e-15,1.597e-15,9.039e-16,6.639e-16,4.416e-16,1.923e-16,7.64e-17,3.423e-18,1.204e-17,4.997e-17,2.718e-17,8.624e-18,7.849e-18,6.028e-18,1.308e-17,7.903e-18,1.492e-17,4.899e-19,1.961e-19,1.316e-18,7.544e-20,3.047e-37,9.548e-18,5.065e-14,2.32e-17,1.971e-16,2.126e-16,7.933e-17,9.45e-17,7.075e-17,3.449e-17,1.955e-16,4.197e-17,9.203e-17,1.561e-16,2.553e-16,2.31e-19,9.917e-19
80.74,9.456e-14,3.196e-15,1.875e-16,4.167e-15,2.37e-15,1.613e-15,9.189e-16,6.773e-16,4.539e-16,1.989e-16,7.949e-17,3.71e-18,1.31e-17,5.432e-17,2.973e-17,9.444e-18,8.614e-18,6.627e-18,1.44e-17,8.702e-18,1.691e-17,5.447e-19,2.255e-19,1.537e-18,9.193e-20,3e-37,1.013e-17,5.113e-14,2.285e-17,1.941e-16,2.27e-16,7.812e-17,1.009e-16,7.371e-17,3.63e-17,2.049e-16,4.42e-17,9.809e-17,1.673e-16,2.781e-16,2.582e-19,1.141e-18
